노래,슬픔,분노,기쁨,긴장감,무서운,증오,차분히,섹시,브릿락,설렘,몽환
"('피어나', '가인')",0,0,0,0,0,0,0,5,0,0,0
"('Paradise Lost', '가인')",1,1,2,0,0,0,2,8,0,3,0
"(""아끼지마 (Feat. 초아(AOA), 아이언) (Don't Be Shy)"", '프라이머리')",4,0,0,2,0,0,0,8,0,0,0
"(""우리끼리 (Words Don't Come Easy)"", '마마무 (Mamamoo)')",1,0,0,0,0,0,0,5,0,0,0
"('A-Ha', '아이비')",0,0,0,0,0,0,0,5,0,0,0
"('Sweet & Easy', '원더걸스')",0,0,0,0,0,0,0,5,0,0,0
"('집에 안갈래 (Feat. 긱스)', '나비 (Navi)')",0,0,0,0,0,0,0,5,0,0,0
"('U & Me (Feat. JINBO)', 'SUMIN (수민)')",0,0,0,0,0,0,0,5,0,0,0
"('Like This (Feat. SOMA)', '리코 (Rico)')",0,0,0,0,0,0,0,5,0,0,0
"('Tattoo (Feat. 박재범)', 'ELO')",0,0,0,0,0,0,0,5,0,0,0
"('Melt (Feat. Colde)', 'ELO')",0,0,0,0,0,0,0,5,0,0,0
"('TOUCH MY BODY', '샘김 (Sam Kim)')",0,0,0,0,0,0,0,5,0,0,0
"('Downtown Love (Feat. 매드클라운, 웨일)', '주영')",1,0,3,1,0,0,0,7,0,15,2
"('Planet Girl (Feat. pH-1)', '주영')",0,0,4,0,0,0,1,7,0,1,0
"('Moonlight', '나비 (Navi)')",0,0,0,0,0,0,0,5,3,3,3
"('Lily (Feat. 로운 of SF9)', 'AOA')",2,0,0,0,0,0,0,6,0,16,0
"('단둘이', 'AOA')",2,0,0,6,0,0,1,10,0,15,1
"('Chocolate Legs', 'Eric Benet')",0,0,0,0,0,0,0,5,0,0,0
"('Stupid (With SugarFlow)', 'HUS (허밍어반스테레오)')",0,1,1,0,0,0,1,5,0,4,2
"('Body Party', 'Ciara')",0,0,0,0,0,0,0,5,0,0,0
"('들어와', '허가윤 (4minute)')",0,0,1,1,0,0,0,7,0,1,0
"('전화기를 꺼놔 Remix (Feat. ELO)', '현아')",1,0,3,2,1,0,2,5,3,3,0
"('Moderato (Feat. Hash Swan)', '박재범')",0,0,3,0,0,0,0,5,4,7,7
"('잼잼', '마마무 (Mamamoo)')",0,0,0,0,0,0,0,8,0,0,2
"('손만 잡고 자자 (TURN OFF THE LIGHT) (MINO SOLO)', '아이유')",2,1,0,0,0,0,0,6,0,1,0
"('예쁜 아가씨', 'WINNER')",0,0,2,0,0,0,0,13,0,7,5
"('하나 더 (One More)', '신혜성')",11,0,0,0,0,0,0,8,0,0,4
"('MOVE', '피에스타')",7,0,1,1,0,0,1,10,2,7,2
"('후아힌 (Feat. 강민희 Of 미스에스)', '태민 (TAEMIN)')",1,0,0,0,0,0,0,5,0,2,0
"('찰리채플린', 'CSP')",4,0,3,0,0,0,0,5,0,9,2
"('Six Feet Under', 'Billie Eilish')",1,0,1,0,0,1,0,3,6,5,2
"('Your Eyes', '선우정아')",0,0,1,1,0,3,0,1,8,3,0
"('괴물이 되어가는 사람들', '하근영')",2,0,5,2,0,0,0,1,5,3,0
"('Somewhere (Memory Ver.)', '김예솔')",0,0,2,3,0,0,0,1,5,12,1
"('T-KT', '하진 (HAJIN)')",2,0,3,0,0,0,0,2,5,2,2
"('Empty', 'Sawano Hiroyuki')",5,0,5,1,0,0,0,9,6,9,7
"('슬픈 끝맺음', '카더가든')",9,0,1,0,0,0,0,3,5,0,0
"(""Don't Bring Me Down"", '남혜승')",6,0,1,0,0,0,1,1,5,9,1
"('Castle', '박상희')",0,0,0,0,0,0,0,1,5,6,2
"('Lullaby', '일레인')",3,3,5,3,5,0,0,8,5,6,1
"('빨간 하늘', 'Halsey')",2,0,2,0,2,0,0,2,7,1,4
"('The Love', '너드커넥션 (Nerd Connection)')",4,0,1,2,0,0,3,1,5,0,1
"('Somewhere', '임승범')",1,2,1,0,3,4,0,1,5,7,0
"('Set Me Free', '호피폴라')",2,3,1,0,3,0,0,4,5,9,2
"('IDK', '오존 (O3ohn)')",0,0,1,0,2,0,0,7,5,15,2
"('Lost Time', '가인')",1,0,4,0,1,0,0,3,5,8,1
"('RescuE', 'MOSSS')",5,0,4,0,0,0,1,17,5,4,4
"(""Michael's Sword"", '개미')",3,0,2,4,0,0,0,10,5,4,2
"('LUCA', '박정환')",0,0,0,0,0,0,0,0,11,7,4
"('The First Day', '윤하 (YOUNHA)')",0,0,6,1,1,0,0,3,5,7,1
"('Body Talk', '오혜주')",0,0,3,4,0,0,0,0,5,0,0
"('We all lie (Slow Ver.)', '젬마(JEMMA)')",3,0,3,0,0,1,0,3,6,1,4
"('Dark Sun', '락다이아몬드')",2,0,3,0,0,0,0,3,6,3,0
"('Call of Silence', 'Red Velvet (레드벨벳)')",3,0,0,0,0,0,0,0,5,3,0
"('슬픈 행진 (Sad March)', '하진 (HAJIN)')",1,0,0,0,0,0,0,2,5,0,1
"('전쟁터 (with 이선희)', '개미')",1,0,9,0,1,0,0,1,6,0,4
"('Through Time', 'Sawano Hiroyuki [nZk]')",2,0,0,0,0,0,0,0,5,10,3
"('Lost', '일레인')",2,0,0,0,0,0,2,0,6,9,4
"('Kingdom Come', 'AKMU (악뮤)')",2,1,2,2,0,0,1,1,5,2,1
"('Timeless', '김동혁')",0,0,0,0,0,0,0,1,5,3,5
"('Control', '이한범')",1,0,0,0,2,0,0,2,5,1,0
"('잘 알지도 못하면서', '윤미래')",1,0,0,5,0,0,0,4,6,0,7
"('Pandora', 'Red Velvet (레드벨벳)')",0,0,0,0,0,0,0,0,5,0,0
"('자각몽 (Lucid Dream)', '비비 (BIBI)')",1,0,1,0,1,0,0,1,5,0,0
"('다시 웃을 수 있을까', 'Halsey')",0,0,0,0,0,0,0,0,5,0,0
"('불꽃', '김예림 (Lim Kim)')",0,0,0,0,0,0,0,0,5,0,0
"('시간', '락다이아몬드')",0,0,0,0,0,0,0,0,5,0,0
"('Lost Family', 'Asteria')",0,0,0,0,0,0,0,0,5,0,0
"('자각몽', 'Sondia')",0,0,0,0,0,0,0,0,5,0,0
"('목소리', '김민승')",0,0,0,0,0,0,0,0,5,0,0
"('Pray', '초아')",0,0,0,0,0,0,0,0,5,0,0
"('괴물, 누구인가', '가호 (Gaho)')",0,0,0,0,0,0,0,0,5,0,0
"('Poker Face', '하근영')",0,0,0,0,0,0,0,0,5,0,0
"('낮은 목소리', '조은정')",0,0,0,0,0,1,1,0,5,0,0
"('봄눈', '펜타곤')",0,0,0,0,0,0,0,0,0,5,0
"('첫 데이트', '스윗소로우 (SWEET SORROW)')",1,0,0,1,1,0,0,1,0,5,1
"('벚꽃 엔딩', '버스커 버스커')",0,0,0,0,0,0,0,0,0,5,0
"('봄 사랑 벚꽃 말고', 'HIGH4 (하이포)')",0,0,0,0,0,0,0,0,0,5,0
"('우연히 봄', '아이유')",0,0,0,0,0,0,0,0,0,5,0
"('봄날, 벚꽃 그리고 너', '로꼬')",0,0,0,0,0,0,0,0,0,5,0
"('봄인가 봐 (Spring Love)', '유주 (YUJU)')",0,0,0,0,0,0,0,0,0,5,0
"('One More Time, One More Chance (초속5센티미터 OST 2007)', '에피톤 프로젝트')",0,0,0,0,0,0,0,0,0,5,0
"('봄바람 (Feat. 나얼)', '에릭남 (Eric Nam)')",11,0,1,1,0,0,1,0,0,6,0
"('너는 나의 봄이다', '웬디 (WENDY)')",0,0,0,0,0,0,0,0,0,5,0
"('Love Blossom (러브블러썸)', '이문세')",0,0,0,0,0,0,0,0,0,5,0
"('봄 타나봐 (BOMTANABA)', '성시경')",0,0,0,0,0,0,0,0,0,5,0
"('너에게만 반응해 (Feat. 이소은)', '케이윌')",0,0,0,0,0,0,0,0,0,5,0
"('두근두근', '서인국')",0,0,0,0,0,0,0,1,0,7,1
"('벚꽃이 내린다', '이승환')",0,0,0,0,0,0,0,0,0,5,0
"('봄날의 기억', '써니힐')",3,0,0,0,0,0,0,1,4,5,0
"('봄이 오면 (Piano ver.)', '소란 (SORAN)')",2,0,1,1,1,0,0,2,0,9,2
"('벚꽃이 지면', '비투비')",1,0,2,0,0,0,0,1,0,6,1
"('장난 아닌데', '김윤아')",0,0,0,0,0,0,0,0,0,5,0
"('봄이 좋냐??', '아이오아이 (I.O.I)')",4,2,1,1,3,0,0,0,0,6,1
"('Sunshine', 'DAY6 (데이식스)')",0,0,0,0,0,0,0,0,0,5,0
"('봄날에 만나자 (Acoustic Ver.)', '10CM')",2,0,3,0,0,0,0,0,0,5,4
"('Dream All Day', '짙은')",3,0,1,2,0,2,0,2,1,11,4
"('봄날', '한올')",10,1,0,0,3,1,0,1,1,15,2
"('꽃송이가', '김지수')",2,0,1,0,1,0,0,0,1,7,1
"('어느 봄날', '정엽')",0,0,0,0,0,0,0,0,0,5,0
"('파란 봄', '버스커 버스커')",2,0,0,0,0,0,0,0,2,6,0
"('꽃길 (With ZISU)', '2am')",0,0,0,0,0,0,0,1,0,5,0
"('나만, 봄', '에일리(Ailee)')",0,0,0,0,0,0,0,0,0,5,0
"('봄처녀', '새봄 (saevom)')",0,0,0,0,0,0,0,0,0,5,0
"('너를 담아 봄 (Feat. 스무살)', '볼빨간사춘기')",3,2,2,4,1,2,0,2,0,8,1
"('다시, 봄', '선우정아')",4,0,0,2,0,0,0,0,1,6,5
"(""Can't Stop"", '바닐라 어쿠스틱')",3,2,2,3,2,5,0,4,0,8,13
"('왔나봄', '정승환')",1,3,7,1,5,1,1,6,3,8,1
"('춘곤 (春困)', 'CNBLUE (씨엔블루)')",7,1,3,1,0,3,0,3,0,6,0
"('Chocolate', 'Ways (웨이즈)')",0,0,0,0,0,0,0,0,0,5,0
"('꽃처럼 한 철만 사랑해 줄 건가요? (Sakura Moment)', '윤현상')",2,1,8,2,0,1,0,3,0,5,1
"('봄이라서 발매함', 'DAY6 (데이식스)')",2,1,0,0,0,0,1,2,0,5,1
"('나비와 고양이 (feat.백현 (BAEKHYUN))', '심규선 (Lucia)')",0,26,3,0,0,0,0,1,1,7,1
"('들었다 놨다 (Love Actually)', '에피톤 프로젝트')",0,1,3,0,0,0,0,6,0,5,1
"('벚꽃이 핀다고 날 찾지 말아요', '오브로젝트')",3,3,24,0,0,9,0,6,0,23,9
"('너의 꽃말', '볼빨간사춘기')",6,3,1,1,1,3,1,1,6,7,1
"('손 닿으면', '써니힐')",15,14,6,1,1,3,2,0,0,5,1
"('날씨도 좋은데 (With 임동현)', '데이브레이크 (DAYBREAK)')",2,0,1,1,1,1,0,3,2,6,0
"('우리의 봄날은 지나갔지만', '김댕')",1,0,4,0,1,0,0,4,0,5,2
"('사랑, 하자', '팝콘')",2,2,2,3,0,2,0,10,1,9,1
"('봄타', '심규선 (Lucia)')",0,0,1,0,0,0,0,4,0,8,0
"('그대는 봄인가 (Feat. 은종)', '장범준')",1,2,4,1,0,1,0,2,0,7,1
"('3월 같은 너', '타코앤제이형')",4,5,3,1,0,6,0,6,1,6,7
"('봄 (feat. 산다라박)', '유지희 (Yujihi)')",0,4,13,0,0,7,1,4,2,5,4
"('사실 난', '디어클라우드')",4,0,3,1,0,0,0,0,0,0,5
"('청춘 (Feat. 김창완)', '김필')",2,0,7,0,0,1,0,0,0,0,8
"('클로즈', '못 (Mot)')",3,0,0,3,0,2,0,0,3,0,5
"('내가 사랑한 모든 것들은 나를 눈물짓게 할 테니까', '모브닝 (MOVNING)')",8,0,1,1,0,0,1,1,4,9,5
"('어느 새(디깅클럽서울 Ver.)', '백예린 (Yerin Baek)')",3,0,2,0,0,1,0,4,0,2,6
"('Away', 'Collective Arts (콜렉티브아츠)')",1,0,0,0,0,0,0,0,0,0,6
"('그런 밤', '김현창')",13,0,0,0,0,0,1,0,0,0,5
"('행복해 보이는 사람처럼', '어반자카파')",4,0,0,1,0,0,0,0,1,2,5
"('어른', '빌리어코스티')",3,0,0,2,0,0,0,0,3,0,6
"('꽃 (Prod. 로코베리)', '이섭')",2,0,2,0,0,0,0,0,0,0,5
"('놓아줘 (Let Me Out)', '윤미래')",7,0,0,0,0,0,1,0,3,0,6
"('I Am Blue', '종현 (JONGHYUN)')",1,0,1,0,0,0,0,0,0,2,5
"('솔직히 지친다', '1415')",11,0,1,0,1,1,0,4,0,0,5
"('나', '청하')",3,0,3,2,3,0,0,1,0,2,5
"('Balloon', '박원')",4,0,0,1,0,2,0,0,0,0,7
"('살얼음', '지코 (ZICO)')",4,0,3,1,0,0,4,0,0,0,5
"('나란놈', '브로콜리너마저')",3,0,1,0,0,0,0,2,0,0,5
"('낙엽의 비', '적재')",4,0,0,0,3,2,0,0,1,0,5
"('답을 찾지 못한 날', '넬 (NELL)')",3,0,0,0,0,0,0,0,0,0,5
"('청춘', '윤하 (YOUNHA)')",5,1,1,0,3,0,0,0,0,0,5
"('HELP', '하비누아주')",1,0,1,1,1,0,1,0,0,1,5
"('헛되었어', '10CM')",12,0,0,0,0,2,1,1,0,0,9
"('바람이 분다', '못 (Mot)')",8,0,1,0,0,0,0,0,0,1,11
"('청춘', '이소라')",7,0,0,0,0,0,0,5,0,0,11
"('삐뚤어졌어 (Remastered Ver.)', '뜨거운 감자')",0,0,0,0,0,1,0,2,1,2,6
"('주변인', '선우정아')",1,0,1,0,0,0,0,2,6,2,5
"('Kalt (Feat. JOONIE)', '노리플라이 (no reply)')",1,0,0,0,0,0,0,1,0,1,5
"('가만히 두세요.', '오존 (O3ohn)')",0,0,2,0,0,1,0,1,0,0,5
"('오늘', '김윤아')",5,0,0,0,0,0,0,0,1,0,5
"('불과 얼음 (feat. 예솔)', '오왠 (O.WHEN)')",27,0,3,0,0,8,9,2,7,1,9
"('잊을만하면', '스컬')",2,0,0,2,0,0,1,0,2,0,5
"('어른', '달콤한 소금')",4,0,1,0,0,0,0,1,1,2,6
"('집이없어 (Feat. Dorothy)', 'Sondia')",1,0,2,0,0,0,0,0,0,1,5
"('산하엽 (Diphylleia grayi)', '아인 (AIN)')",6,1,0,0,0,1,0,0,0,1,7
"('물고기자리', '종현 (JONGHYUN)')",5,1,0,0,0,0,0,0,0,1,5
"('USELESS', '9와 숫자들')",2,1,3,0,0,0,0,0,1,0,5
"('머리가 자란다', '정준일')",10,0,1,1,0,0,1,1,0,1,5
"('후회', '데이브레이크 (DAYBREAK)')",3,0,1,0,0,0,2,2,0,3,7
"('비행운', '곽진언')",3,2,1,0,0,0,0,0,0,1,8
"('불안은 영혼을 잠식한다.', '문문 (MoonMoon)')",0,0,0,0,2,0,0,0,0,0,5
"('우울', '김윤아')",7,0,0,0,0,0,1,0,0,0,5
"('날개', '어반자카파')",2,0,0,1,0,0,0,2,1,0,6
"(""Don't Break Your Heart"", '못 (Mot)')",5,0,0,0,0,0,0,1,1,0,5
"('파탈리테', '사비나앤드론즈')",0,0,2,0,0,0,0,3,0,3,8
"('겨울로 가기 위해 사는 밤 (Feat. 황득경 Of 노티스노트)', '심규선 (Lucia)')",2,0,1,0,0,0,2,1,0,0,5
"('Faded', '안녕의 온도')",0,0,0,0,0,0,0,0,0,0,5
"('혼자라는 느낌', 'Alan Walker')",5,0,0,2,0,1,0,4,0,2,7
"('재와 연기의 노래', '이상은 (=Lee-tzsche)')",4,0,2,0,0,0,0,0,4,0,7
"('Scenery', '못 (Mot)')",10,0,0,0,0,0,0,0,0,0,5
"('엘리베이터 (Elevator)', 'Ashmute (애쉬뮤트)')",1,0,0,0,0,1,0,0,0,0,5
