노래,슬픔,분노,기쁨,긴장감,무서운,증오,차분히,섹시,브릿락,설렘,몽환
"('Sunshine', 'DAY6 (데이식스)')",,,,,,,,,,5,
"('봄날에 만나자 (Acoustic Ver.)', '10CM')",,,,,,,,,,5,
"('Dream All Day', '짙은')",,,,,,,,,,5,
"('봄날', '한올')",,,,,,,,,,5,
"('꽃송이가', '김지수')",,,,,,,,,,5,
"('어느 봄날', '정엽')",,,,,,,,,,5,
"('파란 봄', '버스커 버스커')",,,,,,,,,,5,
"('꽃길 (With ZISU)', '2am')",,,,,,,,,,5,
"('나만, 봄', '에일리(Ailee)')",,,,,,,,,,5,
"('봄처녀', '새봄 (saevom)')",,,,,,,,,,5,
"('너를 담아 봄 (Feat. 스무살)', '볼빨간사춘기')",,,,,,,,,,5,
"('다시, 봄', '선우정아')",,,,,,,,,,5,
"(""Can't Stop"", '바닐라 어쿠스틱')",,,,,,,,,,5,
"('왔나봄', '정승환')",,,,,,,,,,5,
"('춘곤 (春困)', 'CNBLUE (씨엔블루)')",,,,,,,,,,5,
"('Chocolate', 'Ways (웨이즈)')",,,,,,,,,,5,
"('꽃처럼 한 철만 사랑해 줄 건가요? (Sakura Moment)', '윤현상')",,,,,,,,,,5,
"('봄이라서 발매함', 'DAY6 (데이식스)')",,,,,,,,,,5,
"('나비와 고양이 (feat.백현 (BAEKHYUN))', '심규선 (Lucia)')",,,,,,,,,,5,
"('들었다 놨다 (Love Actually)', '에피톤 프로젝트')",,,,,,,,,,5,
"('벚꽃이 핀다고 날 찾지 말아요', '오브로젝트')",,,,,,,,,,5,
"('너의 꽃말', '볼빨간사춘기')",,,,,,,,,,5,
"('손 닿으면', '써니힐')",,,,,,,,,,5,
"('날씨도 좋은데 (With 임동현)', '데이브레이크 (DAYBREAK)')",,,,,,,,,,5,
"('우리의 봄날은 지나갔지만', '김댕')",,,,,,,,,,5,
"('사랑, 하자', '팝콘')",,,,,,,,,,5,
"('봄타', '심규선 (Lucia)')",,,,,,,,,,5,
"('그대는 봄인가 (Feat. 은종)', '장범준')",,,,,,,,,,5,
"('3월 같은 너', '타코앤제이형')",,,,,,,,,,5,
"('봄 (feat. 산다라박)', '유지희 (Yujihi)')",,,,,,,,,,5,
"('사실 난', '디어클라우드')",,,,,,,,,,,5
"('청춘 (Feat. 김창완)', '김필')",,,,,,,,,,,5
"('클로즈', '못 (Mot)')",,,,,,,,,,,5
"('내가 사랑한 모든 것들은 나를 눈물짓게 할 테니까', '모브닝 (MOVNING)')",,,,,,,,,,,5
"('어느 새(디깅클럽서울 Ver.)', '백예린 (Yerin Baek)')",,,,,,,,,,,5
"('Away', 'Collective Arts (콜렉티브아츠)')",,,,,,,,,,,5
"('그런 밤', '김현창')",,,,,,,,,,,5
"('행복해 보이는 사람처럼', '어반자카파')",,,,,,,,,,,5
"('어른', '빌리어코스티')",,,,,,,,,,,5
"('꽃 (Prod. 로코베리)', '이섭')",,,,,,,,,,,5
"('놓아줘 (Let Me Out)', '윤미래')",,,,,,,,,,,5
"('I Am Blue', '종현 (JONGHYUN)')",,,,,,,,,,,5
"('솔직히 지친다', '1415')",,,,,,,,,,,5
"('나', '청하')",,,,,,,,,,,5
"('Balloon', '박원')",,,,,,,,,,,5
"('살얼음', '지코 (ZICO)')",,,,,,,,,,,5
"('나란놈', '브로콜리너마저')",,,,,,,,,,,5
"('낙엽의 비', '적재')",,,,,,,,,,,5
"('답을 찾지 못한 날', '넬 (NELL)')",,,,,,,,,,,5
"('청춘', '윤하 (YOUNHA)')",,,,,,,,,,,5
"('HELP', '하비누아주')",,,,,,,,,,,5
"('헛되었어', '10CM')",,,,,,,,,,,5
"('바람이 분다', '못 (Mot)')",,,,,,,,,,,5
"('청춘', '이소라')",,,,,,,,,,,5
"('삐뚤어졌어 (Remastered Ver.)', '뜨거운 감자')",,,,,,,,,,,5
"('주변인', '선우정아')",,,,,,,,,,,5
"('Kalt (Feat. JOONIE)', '노리플라이 (no reply)')",,,,,,,,,,,5
"('가만히 두세요.', '오존 (O3ohn)')",,,,,,,,,,,5
"('오늘', '김윤아')",,,,,,,,,,,5
"('불과 얼음 (feat. 예솔)', '오왠 (O.WHEN)')",,,,,,,,,,,5
"('잊을만하면', '스컬')",,,,,,,,,,,5
"('어른', '달콤한 소금')",,,,,,,,,,,5
"('집이없어 (Feat. Dorothy)', 'Sondia')",,,,,,,,,,,5
"('산하엽 (Diphylleia grayi)', '아인 (AIN)')",,,,,,,,,,,5
"('물고기자리', '종현 (JONGHYUN)')",,,,,,,,,,,5
"('USELESS', '9와 숫자들')",,,,,,,,,,,5
"('머리가 자란다', '정준일')",,,,,,,,,,,5
"('후회', '데이브레이크 (DAYBREAK)')",,,,,,,,,,,5
"('비행운', '곽진언')",,,,,,,,,,,5
"('불안은 영혼을 잠식한다.', '문문 (MoonMoon)')",,,,,,,,,,,5
"('우울', '김윤아')",,,,,,,,,,,5
"('날개', '어반자카파')",,,,,,,,,,,5
"(""Don't Break Your Heart"", '못 (Mot)')",,,,,,,,,,,5
"('파탈리테', '사비나앤드론즈')",,,,,,,,,,,5
"('겨울로 가기 위해 사는 밤 (Feat. 황득경 Of 노티스노트)', '심규선 (Lucia)')",,,,,,,,,,,5
"('Faded', '안녕의 온도')",,,,,,,,,,,5
"('혼자라는 느낌', 'Alan Walker')",,,,,,,,,,,5
"('재와 연기의 노래', '이상은 (=Lee-tzsche)')",,,,,,,,,,,5
"('Scenery', '못 (Mot)')",,,,,,,,,,,5
"('엘리베이터 (Elevator)', 'Ashmute (애쉬뮤트)')",,,,,,,,,,,5
